model,n_true,n_baseline,prevalence,average_precision,true_effect_size,baseline_effect_size,gap,separation_auc,separation_p
homograph_count_psalm,2392,331,0.8784428938670584,0.8752854970570534,2.8722439035253,2.8722439035253,0.0,0.4811677141327082,0.8910257824267109
word_consonantal_binary_psalm,2392,331,0.8784428938670584,0.8744827160640362,9.381066204846368,9.381066204846368,0.0,0.48647240550071236,0.8124461136253429
homograph_icf_position8_psalm,2392,331,0.8784428938670584,0.8744174216332431,9.165554806155114,9.165554806155114,0.0,0.4869536167890956,0.8110521358964728
word_vocalized_icf_spacing2_psalm,2392,331,0.8784428938670584,0.8743959460596101,0.702643158603082,0.702643158603082,0.0,0.47343423193121076,0.9660600571844102
homograph_icf_spacing8_psalm,2392,331,0.8784428938670584,0.8742028426935424,1.277404190521106,1.277404190521106,0.0,0.48111150966464244,0.8981622964240016
homograph_icf_spacing2_psalm,2392,331,0.8784428938670584,0.8731695762442219,0.6059526571577593,0.6059526571577593,0.0,0.48157882771372856,0.888527180787082
word_vocalized_tf_icf_psalm,2392,331,0.8784428938670584,0.872012654135429,9.670152150334156,9.670152150334156,0.0,0.4690660711940102,0.9796120909020763
word_consonantal_icf_spacing8_psalm,2392,331,0.8784428938670584,0.8716042435362312,1.333559271171848,1.333559271171848,0.0,0.465963458254605,0.9897300232692683
word_cantillation_icf_psalm,2392,331,0.8784428938670584,0.8715988997856168,10.193972496527598,10.193972496527598,0.0,0.4704358182865342,0.9731093281685235
word_consonantal_icf_position_mean_psalm,2392,331,0.8784428938670584,0.8714729256495599,9.956554547489473,9.956554547489473,0.0,0.47506984510301203,0.9547816849582071
lexeme_tf_icf_psalm,2392,331,0.8784428938670584,0.8702929093505255,8.22269180332381,8.22269180332381,0.0,0.4695037082318706,0.9774713060216372
word_vocalized_icf_position_mean_psalm,2392,331,0.8784428938670584,0.8702796359574148,10.087216967687777,10.087216967687777,0.0,0.4653148965837788,0.9847709096742787
homograph_binary_psalm,2392,331,0.8784428938670584,0.8700775063001909,8.33918958787094,8.33918958787094,0.0,0.47368873081469953,0.9572564654957674
lexeme_icf_position_mean_psalm,2392,331,0.8784428938670584,0.8698958455639336,9.401223115421196,9.401223115421196,0.0,0.45140776404732796,0.9988482373423796
word_cantillation_count_psalm,2392,331,0.8784428938670584,0.8691598227109812,5.4279409995602625,5.4279409995602625,0.0,0.4519199193686912,0.9990830960292527
word_consonantal_icf_psalm,2392,331,0.8784428938670584,0.8679189864811129,9.856539337523005,9.856539337523005,0.0,0.4563423900413261,0.9983098119401743
word_vocalized_icf_position8_psalm,2392,331,0.8784428938670584,0.8674999044095927,10.13385329682263,10.13385329682263,0.0,0.4513313512311936,0.9995661142236165
word_cantillation_binary_psalm,2392,331,0.8784428938670584,0.8671553248639605,9.90772416066104,9.90772416066104,0.0,0.44268280976871544,0.9998756086406477
word_vocalized_icf_spacing4_psalm,2392,331,0.8784428938670584,0.8664221545210902,1.1264672505471383,1.1264672505471383,0.0,0.449645848700098,0.9995473348242839
